Z,N,A,element,mass_excess_keV,binding_per_A_keV,binding_per_A_unc_keV,is_stable,halflife_s,primary_decay,isotopic_abundance,binding_total_keV
17,25,42,Cl,-24831.77,8345.8864,1.4194,False,6.8,B-,,350527.2288
18,24,42,Ar,-34422.678,8555.6141,0.1375,False,1038324000.0,B-,,359335.7922
19,23,42,K,-35022.031,8551.2571,0.0025,False,44478.0,B-,,359152.7982
20,22,42,Ca,-38547.293,8616.5646,0.0035,True,1e+30,IS,0.647,361895.7132
21,21,42,Sc,-32121.003,8444.9303,0.0037,False,0.68072,B+,,354687.0726
22,20,42,Ti,-25104.353,8259.24,0.0064,False,0.2083,B+,,346888.08
23,19,42,V,-7620.0,7824.0,5.0,False,,p ?,,328608.0
24,18,42,Cr,7060.0,7456.0,7.0,False,0.013300000000000001,B+~100,,313152.0
13,30,43,Al,48270.0,6712.0,14.0,False,0.004,B- ?,,288616.0
14,29,43,Si,24330.0,7251.0,9.0,False,0.03,B- ?,,311793.0
15,28,43,P,5040.0,7681.0,7.0,False,0.0358,B-,,330283.0
16,27,43,S,-12195.461,8063.8276,0.1156,False,0.265,B-,,346744.5868
17,26,43,Cl,-24159.51,8323.8672,1.4386,False,3.13,B-,,357926.2896
18,25,43,Ar,-32009.811,8488.2382,0.1235,False,322.2,B-,,364994.2426
19,24,43,K,-36575.394,8576.2204,0.0095,False,80280.0,B-,,368777.4772
20,23,43,Ca,-38408.873,8600.6653,0.0053,True,1e+30,IS,0.135,369828.6079
21,22,43,Sc,-36188.15,8530.8265,0.0433,False,14007.6,B+,,366825.53949999996
22,21,43,Ti,-29315.591,8352.8054,0.133,False,0.509,B+,,359170.6322
23,20,43,V,-17916.358,8069.5129,0.9965,False,0.0793,B+,,346989.0547
24,19,43,Cr,-1970.0,7680.0,5.0,False,0.0211,B+,,330240.0
25,18,43,Mn,17370.0,7213.0,9.0,False,,p ?,,310159.0
14,30,44,Si,29310.0,7156.0,11.0,False,0.004,B- ?,,314864.0
15,29,44,P,11110.0,7552.0,9.0,False,0.0185,B-,,332288.0
16,28,44,S,-9204.236,7996.0154,0.1186,False,0.1,B-,,351824.6776
17,27,44,Cl,-20478.973,8234.4788,1.9447,False,0.562,B-,,362317.06720000005
18,26,44,Ar,-32673.26,8493.8411,0.036,False,712.1999999999999,B-,,373729.0084
19,25,44,K,-35781.498,8546.7023,0.0095,False,1327.8,B-,,376054.9012
20,24,44,Ca,-41468.73,8658.1769,0.0074,True,1e+30,IS,2.086,380959.7836
21,23,44,Sc,-37816.035,8557.3805,0.0399,False,14551.559999999998,B+,,376524.74199999997
22,22,44,Ti,-37548.586,8533.5215,0.0159,False,1865196000.0,EC,,375474.94600000005
23,21,44,V,-23808.079,8203.4567,0.1651,False,0.111,B+,,360952.0948
24,20,44,Cr,-13421.899,7949.6265,1.1644,False,0.0428,B+,,349783.566
25,19,44,Mn,7460.0,7457.0,7.0,False,,p ?,,328108.0
14,31,45,Si,37090.0,7004.0,13.0,False,0.004,B- ?,,315180.0
15,30,45,P,15960.0,7456.0,11.0,False,0.01,B- ?,,335520.0
16,29,45,S,-3340.0,7867.0,7.0,False,0.068,B-,,354015.0
17,28,45,Cl,-18262.544,8181.5991,3.0259,False,0.41300000000000003,B-,,368171.9595
18,27,45,Ar,-29770.801,8419.9526,0.0114,False,21.48,B-,,378897.867
19,26,45,K,-36615.643,8554.6747,0.0116,False,1068.0,B-,,384960.3615
20,25,45,Ca,-40812.23,8630.5467,0.0081,False,14049504.000000002,B-,,388374.60150000005
21,24,45,Sc,-41072.321,8618.941,0.0147,True,1e+30,IS,100.0,387852.34500000003
22,23,45,Ti,-39010.266,8555.7321,0.0186,False,11088.0,B+,,385007.9445
23,22,45,V,-31886.441,8380.0394,0.0192,False,0.547,B+,,377101.773
24,21,45,Cr,-19514.801,8087.7286,0.7866,False,0.0609,B+,,363947.787
25,20,45,Mn,-4980.0,7747.0,7.0,False,,p ?,,348615.0
26,19,45,Fe,14408.0,7299.0,6.0,False,0.0025,2p,,328455.0
15,31,46,P,22840.0,7320.0,11.0,False,0.009000000000000001,B- ?,,336720.0
16,30,46,S,640.0,7785.0,9.0,False,0.05,B-,,358110.0
17,29,46,Cl,-13734.949,8080.7757,2.1141,False,0.232,B-,,371715.6822
18,28,46,Ar,-29771.255,8412.3835,0.0506,False,8.4,B-,,386969.641
19,27,46,K,-35413.929,8518.0428,0.0158,False,96.3,B-,,391829.9688
20,26,46,Ca,-43139.61,8668.9848,0.0486,True,1e+30,IS,0.004,398773.3008
21,25,46,Sc,-41761.643,8622.0215,0.0146,False,7236604.800000001,B-,,396612.98900000006
22,24,46,Ti,-44128.269,8656.4623,0.002,True,1e+30,IS,8.25,398197.26579999994
23,23,46,V,-37075.897,8486.1423,0.0029,False,0.42262,B+,,390362.54579999996
24,22,46,Cr,-29471.57,8303.8233,0.249,False,0.22430000000000003,B+,,381975.8718
25,21,46,Mn,-12417.748,7916.0805,1.8832,False,0.0362,B+,,364139.703
26,20,46,Fe,1210.0,7603.0,7.0,False,0.013000000000000001,B+,,349738.0
15,32,47,P,28810.0,7209.0,13.0,False,0.004,B- ?,,338823.0
16,31,47,S,7200.0,7652.0,9.0,False,0.024,B- ?,,359644.0
17,30,47,Cl,-9580.0,7992.0,4.0,False,0.101,B-,,375624.0
18,29,47,Ar,-25367.274,8311.425,0.0258,False,1.23,B-,,390636.975
19,28,47,K,-35711.982,8514.8795,0.0297,False,17.38,B-,,400199.3365
20,27,47,Ca,-42344.665,8639.3548,0.0473,False,391910.39999999997,B-,,406049.67559999996
21,26,47,Sc,-44336.842,8665.0958,0.0411,False,289370.88,B-,,407259.50259999995
22,25,47,Ti,-44937.612,8661.2325,0.0017,True,1e+30,IS,7.44,407077.9275
23,24,47,V,-42007.07,8582.2348,0.0024,False,1956.0,B+,,403365.0356
24,23,47,Cr,-34563.093,8407.2067,0.1106,False,0.4616,B+,,395138.7149
25,22,47,Mn,-22566.376,8135.3117,0.6738,False,0.088,B+,,382359.6499
26,21,47,Fe,-7130.0,7790.0,11.0,False,0.0219,B+,,366130.0
27,20,47,Co,10620.0,7396.0,13.0,False,,p ?,,347612.0
16,32,48,S,12390.0,7552.0,10.0,False,0.01,B- ?,,362496.0
17,31,48,Cl,-4280.0,7883.0,10.0,False,0.03,B- ?,,378384.0
18,30,48,Ar,-22354.927,8243.6656,0.3493,False,0.41500000000000004,B-,,395695.9488
19,29,48,K,-32284.482,8434.2324,0.0161,False,6.83,B-,,404843.15520000004
20,28,48,Ca,-44224.868,8666.6916,0.0004,False,1.7673599999999998e+27,IS,0.187,416001.19680000003
21,27,48,Sc,-44504.083,8656.2097,0.1031,False,157212.0,B-,,415498.0656
22,26,48,Ti,-48492.952,8723.0122,0.0016,True,1e+30,IS,73.72,418704.5856
23,25,48,V,-44478.005,8623.0686,0.0202,False,1380110.4,B+,,413907.29280000005
24,24,48,Cr,-42821.313,8572.2553,0.1523,False,77616.0,B+,,411468.25440000003
25,23,48,Mn,-29296.644,8274.1924,0.1396,False,0.1581,B+,,397161.2352
26,22,48,Fe,-18008.575,8022.7254,1.9212,False,0.0453,B+,,385090.8192
27,21,48,Co,1730.0,7595.0,10.0,False,,p ?,,364560.0
28,20,48,Ni,18178.0,7236.0,9.0,False,0.0028,2p,,347328.0
16,33,49,S,20391.0,7400.0,12.0,False,0.004,B- ?,,362600.0
17,32,49,Cl,740.0,7785.0,8.0,False,0.035,B- ?,,381465.0
18,31,49,Ar,-17060.0,8132.0,8.0,False,0.23600000000000002,B-,,398468.0
19,30,49,K,-29611.496,8372.2753,0.0164,False,1.26,B-,,410241.4897
20,29,49,Ca,-41300.003,8594.85,0.0036,False,523.08,B-,,421147.65
21,28,49,Sc,-46562.447,8686.2805,0.0463,False,3430.8,B-,,425627.74450000003
22,27,49,Ti,-48564.012,8711.1625,0.0016,True,1e+30,IS,5.41,426846.9625
23,26,49,V,-47962.157,8682.9135,0.0168,False,28512000.0,EC,,425462.7615
24,25,49,Cr,-45332.352,8613.2777,0.0449,False,2538.0,B+,,422050.60730000003
25,24,49,Mn,-37619.925,8439.915,0.0452,False,0.382,B+,,413555.835
26,23,49,Fe,-24750.73,8161.3121,0.4943,False,0.06470000000000001,B+,,399904.2929
27,22,49,Co,-9780.0,7840.0,10.0,False,,p ?,,384160.0
28,21,49,Ni,8530.0,7450.0,12.0,False,0.0075,B+,,365050.0
17,33,50,Cl,7700.0,7651.0,8.0,False,0.01,B- ?,,382550.0
18,32,50,Ar,-13230.0,8054.0,10.0,False,0.106,B-,,402700.0
19,31,50,K,-25727.853,8288.5833,0.1546,False,0.47200000000000003,B-,,414429.16500000004
20,30,50,Ca,-39589.23,8550.1639,0.0317,False,13.45,B-,,427508.19499999995
21,29,50,Sc,-44537.12,8633.4747,0.0503,False,102.5,B-,,431673.73500000004
22,28,50,Ti,-51431.867,8755.7227,0.0017,True,1e+30,IS,5.18,437786.135
23,27,50,V,-49223.24,8695.9032,0.0019,False,8.55276e+24,IS,0.25,434795.16000000003
24,26,50,Cr,-50261.364,8701.0188,0.0019,True,1e+30,IS,4.345,435050.94
25,25,50,Mn,-42626.886,8532.6823,0.0023,False,0.28320999999999996,B+,,426634.115
26,24,50,Fe,-34476.46,8354.0268,0.1677,False,0.152,B+,,417701.33999999997
27,23,50,Co,-17589.403,8000.6387,2.515,False,0.0388,B+,,400031.935
28,22,50,Ni,-3460.0,7702.0,10.0,False,0.0185,B+,,385100.0
17,34,51,Cl,14290.0,7530.0,14.0,False,0.005,B- ?,,384030.0
18,33,51,Ar,-6490.0,7922.0,8.0,False,0.03,B- ?,,404022.0
19,32,51,K,-22515.457,8221.335,0.2557,False,0.365,B-,,419288.08499999996
20,31,51,Ca,-36332.31,8476.9135,0.0102,False,10.0,B-,,432322.5885
21,30,51,Sc,-43250.353,8597.2213,0.0493,False,12.4,B-,,438458.2863
22,29,51,Ti,-49732.965,8708.9912,0.0095,False,345.59999999999997,B-,,444158.55120000005
23,28,51,V,-52203.105,8742.0852,0.0019,True,1e+30,IS,99.75,445846.3452
24,27,51,Cr,-51450.715,8711.9923,0.0033,False,2393409.6,EC,,444311.6073
25,26,51,Mn,-48243.225,8633.7602,0.006,False,2748.6000000000004,B+,,440321.7702
26,25,51,Fe,-40189.185,8460.4977,0.0274,False,0.3054,B+,,431485.3827
27,24,51,Co,-27342.146,8193.2549,0.9498,False,0.0688,B+,,417855.9999
28,23,51,Ni,-11650.0,7870.0,10.0,False,0.0238,B+,,401370.0
17,35,52,Cl,22360.0,7386.0,13.0,False,0.002,B- ?,,384072.0
18,34,52,Ar,-1380.0,7827.0,12.0,False,0.04,B- ?,,407004.0
19,33,52,K,-17137.628,8115.0303,0.6449,False,0.11,B-,,421981.57560000004
20,32,52,Ca,-34266.272,8429.3821,0.0129,False,4.6,B-,,438327.8692
21,31,52,Sc,-40523.56,8534.6695,0.0591,False,8.2,B-,,443802.814
22,30,52,Ti,-49477.698,8691.8193,0.0528,False,102.0,B-,,451974.6036
23,29,52,V,-51443.032,8714.569,0.0031,False,224.57999999999998,B-,,453157.588
24,28,52,Cr,-55419.508,8775.9946,0.0022,True,1e+30,IS,83.789,456351.7192
25,27,52,Mn,-50711.387,8670.4087,0.0025,False,483062.4,B+,,450861.2524
26,26,52,Fe,-48332.095,8609.6079,0.0035,False,29790.0,B+,,447699.6108
27,25,52,Co,-34343.979,8325.5606,0.1016,False,0.11170000000000001,B+,,432929.1512
28,24,52,Ni,-22559.856,8083.8977,1.5943,False,0.0418,B+,,420362.6804
29,23,52,Cu,-1880.0,7671.0,12.0,False,,p ?,,398892.0
18,35,53,Ar,6791.0,7677.0,13.0,False,0.02,B- ?,,406881.0
19,34,53,K,-12295.722,8022.8488,2.109,False,0.03,B-,,425210.9864
20,33,53,Ca,-29387.707,8330.5778,0.826,False,0.461,B-,,441520.6233999999
21,32,53,Sc,-38769.555,8492.8325,0.3339,False,2.4,B-,,450120.1225
22,31,53,Ti,-46881.433,8631.1256,0.0545,False,32.7,B-,,457449.6568
23,30,53,V,-51851.675,8710.1425,0.0585,False,92.58,B-,,461637.5525
24,29,53,Cr,-55287.618,8760.2103,0.0022,True,1e+30,IS,9.501,464291.14590000006
25,28,53,Mn,-54690.35,8734.1798,0.0065,False,116772000000000.0,EC,,462911.5294
26,27,53,Fe,-50947.483,8648.7985,0.0315,False,510.59999999999997,B+,,458386.32050000003
27,26,53,Co,-42659.376,8477.6578,0.0326,False,0.2446,B+,,449315.86340000003
28,25,53,Ni,-29630.827,8217.0749,0.4745,False,0.055200000000000006,B+,,435504.96969999996
29,24,53,Cu,-13140.0,7891.0,9.0,False,,p ?,,418223.0
18,36,54,Ar,12560.0,7578.0,15.0,False,0.005,B- ?,,409212.0
19,35,54,K,-5150.0,7891.0,7.0,False,0.01,B-,,426114.0
20,34,54,Ca,-25160.587,8247.4967,0.897,False,0.09,B-,,445364.8218
21,33,54,Sc,-34437.934,8404.8115,0.2588,False,0.526,B-,,453859.821
22,32,54,Ti,-45743.812,8599.6917,0.2932,False,2.1,B-,,464383.35179999995
23,31,54,V,-49898.267,8662.1382,0.207,False,49.8,B-,,467755.4628
24,30,54,Cr,-56935.379,8777.9672,0.0025,True,1e+30,IS,2.365,474010.2287999999
25,29,54,Mn,-55558.247,8737.9768,0.0186,False,26963798.400000002,EC,,471850.74720000004
26,28,54,Fe,-56254.615,8736.3846,0.0064,True,1e+30,IS,5.845,471764.76839999994
27,27,54,Co,-48010.068,8569.2199,0.0066,False,0.19327000000000003,B+,,462737.8746
28,26,54,Ni,-39278.312,8393.0328,0.0862,False,0.1141,B+,,453223.7712000001
29,25,54,Cu,-21240.0,8045.0,7.0,False,,p ?,,434430.0
30,24,54,Zn,-5702.0,7742.0,4.0,False,0.0018000000000000002,2p,,418068.0
19,36,55,K,470.0,7792.0,9.0,False,0.01,B- ?,,428560.0
20,35,55,Ca,-18650.375,8125.926,2.913,False,0.022,B-,,446925.93
21,34,55,Sc,-30842.108,8333.3694,1.1347,False,0.096,B-,,458335.317
22,33,55,Ti,-41832.469,8518.9696,0.525,False,1.3,B-,,468543.32800000004
23,32,55,V,-49125.136,8637.3391,0.4912,False,6.54,B-,,475053.65049999993
24,31,55,Cr,-55110.324,8731.9362,0.0042,False,209.82,B-,,480256.491
25,30,55,Mn,-57712.542,8765.0247,0.0047,True,1e+30,IS,100.0,482076.3585
26,29,55,Fe,-57481.422,8746.5981,0.0056,False,86985672.0,EC,,481062.8955
27,28,55,Co,-54029.996,8669.6204,0.0074,False,63108.00000000001,B+,,476829.122
28,27,55,Ni,-45335.961,8497.3225,0.0128,False,0.2039,B+,,467352.7375
29,26,55,Cu,-31635.403,8233.997,2.8284,False,0.0559,B+,,452869.83499999996
30,25,55,Zn,-14270.0,7904.0,7.0,False,0.0198,B+,,434720.0
19,37,56,K,7980.0,7663.0,11.0,False,0.005,B- ?,,429128.0
20,36,56,Ca,-13510.39,8033.1654,4.4579,False,0.011,B-,,449857.2624
21,35,56,Sc,-25515.848,8233.5781,4.6369,False,0.026000000000000002,B-,,461080.37360000005
22,34,56,Ti,-39422.995,8467.9495,1.7893,False,0.2,B-,,474205.172
23,33,56,V,-46183.401,8574.7006,3.1408,False,0.216,B-,,480183.23360000004
24,32,56,Cr,-55285.128,8723.2609,0.0103,False,356.40000000000003,B-,,488502.61039999995
25,31,56,Mn,-56911.666,8738.3358,0.0052,False,9284.039999999999,B-,,489346.80480000004
26,30,56,Fe,-60607.163,8790.3563,0.0048,True,1e+30,IS,91.754,492259.95279999997
27,29,56,Co,-56040.518,8694.8386,0.0085,False,6673190.4,B+,,486910.9615999999
28,28,56,Ni,-53907.649,8642.7811,0.0071,False,524880.0,B+,,483995.7416
29,27,56,Cu,-38629.733,8355.9907,0.1142,False,0.0808,B+,,467935.4792
30,26,56,Zn,-25390.0,8106.0,7.0,False,0.0324,B+,,453936.0
31,25,56,Ga,-3840.0,7707.0,9.0,False,,p ?,,431592.0
19,38,57,K,14130.0,7563.0,11.0,False,0.002,B- ?,,431091.0
20,37,57,Ca,-6560.0,7912.0,7.0,False,0.008,B- ?,,450984.0
21,36,57,Sc,-21379.653,8158.1666,3.154,False,0.022,B-,,465015.4962
22,35,57,Ti,-34401.848,8372.9008,3.6119,False,0.095,B-,,477255.34559999994
23,34,57,V,-44435.063,8535.1967,1.4871,False,0.35000000000000003,B-,,486506.2119
24,33,57,Cr,-52524.985,8663.3998,0.0327,False,21.1,B-,,493813.78859999997
25,32,57,Mn,-57486.279,8736.7146,0.0264,False,85.4,B-,,497992.73219999997
26,31,57,Fe,-60182.017,8770.2829,0.0047,True,1e+30,IS,2.119,499906.1253
27,30,57,Co,-59345.658,8741.8845,0.009,False,23484470.4,EC,,498287.4165
28,29,57,Ni,-56083.961,8670.9364,0.0099,False,128160.0,B+,,494243.37480000005
29,28,57,Cu,-47309.014,8503.2646,0.0088,False,0.19640000000000002,B+,,484686.0822
30,27,57,Zn,-32550.0,8231.0,4.0,False,0.045700000000000005,B+,,469167.0
31,26,57,Ga,-15410.0,7916.0,7.0,False,,p ?,,451212.0
19,39,58,K,21930.0,7437.0,12.0,False,0.002,B- ?,,431346.0
20,38,58,Ca,-1530.0,7828.0,9.0,False,0.004,B- ?,,454024.0
21,37,58,Sc,-15479.569,8054.9436,3.2763,False,0.012,B-,,467186.7288
22,36,58,Ti,-30917.668,8307.629,3.161,False,0.055,B-,,481842.4820000001
23,35,58,V,-40430.584,8458.156,1.652,False,0.191,B-,,490573.04800000007
24,34,58,Cr,-51991.808,8643.9987,0.0514,False,7.0,B-,,501351.9246
25,33,58,Mn,-55827.568,8696.6438,0.0466,False,3.0,B-,,504405.3404
26,32,58,Fe,-62155.271,8792.2534,0.0055,True,1e+30,IS,0.282,509950.6972
27,31,58,Co,-59847.292,8738.9719,0.0199,False,6120921.6,B+,,506860.3702
28,30,58,Ni,-60228.871,8732.0621,0.006,True,1e+30,IS,68.0769,506459.60179999995
29,29,58,Cu,-51667.851,8570.9696,0.0097,False,3.204,B+,,497116.2368
30,28,58,Zn,-42298.871,8395.9467,0.8621,False,0.08600000000000001,B+,,486964.9086
31,27,58,Ga,-23540.0,8059.0,5.0,False,,p ?,,467422.0
32,26,58,Ge,-7580.0,7770.0,9.0,False,,2p ?,,450660.0
19,40,59,K,28750.0,7332.0,14.0,False,0.001,B- ?,,432588.0
20,39,59,Ca,5810.0,7708.0,10.0,False,0.005,B- ?,,454772.0
21,38,59,Sc,-10829.55,7976.4073,4.2312,False,0.012,B- ?,,470608.0307
22,37,59,Ti,-25880.0,8218.0,5.0,False,0.0285,B-,,484862.0
23,36,59,V,-37610.617,8403.8034,2.3288,False,0.095,B-,,495824.40060000005
24,35,59,Cr,-48115.931,8568.5995,0.0114,False,1.05,B-,,505547.3705
25,34,59,Mn,-55525.328,8680.9224,0.0395,False,4.59,B-,,512174.42159999994
26,33,59,Fe,-60664.957,8754.7746,0.0056,False,3844800.0,B-,,516531.7014
27,32,59,Co,-62229.838,8768.0379,0.0067,True,1e+30,IS,100.0,517314.2361
28,31,59,Ni,-61156.833,8736.5912,0.006,False,2556360000000.0,B+,,515458.88080000004
29,30,59,Cu,-56358.454,8642.0027,0.009,False,81.5,B+,,509878.15929999994
30,29,59,Zn,-47215.678,8473.7802,0.0129,False,0.1787,B+,,499953.03179999994
31,28,59,Ga,-33760.0,8232.0,3.0,False,,p ?,,485688.0
32,27,59,Ge,-16370.0,7924.0,7.0,False,0.013300000000000001,B+~100,,467516.0
20,40,60,Ca,11000.0,7627.0,12.0,False,0.002,B- ?,,457620.0
21,39,60,Sc,-4550.0,7873.0,8.0,False,0.01,B- ?,,472380.0
22,38,60,Ti,-22099.698,8152.7858,4.0054,False,0.0222,B-,,489167.148
23,37,60,V,-33087.402,8322.8751,3.0324,False,0.122,B-,,499372.50599999994
24,36,60,Cr,-46908.5,8540.1876,0.0186,False,0.49,B-,,512411.25599999994
25,35,60,Mn,-52967.946,8628.1392,0.0388,False,0.28,B-,,517688.35199999996
26,34,60,Fe,-61413.174,8755.8539,0.0568,False,82687200000000.0,B-,,525351.234
27,33,60,Co,-61650.437,8746.7692,0.0067,False,166365384.0,B-,,524806.152
28,32,60,Ni,-64473.243,8780.7769,0.0059,True,1e+30,IS,26.2231,526846.6140000001
29,31,60,Cu,-58345.262,8665.6047,0.0269,False,1422.0,B+,,519936.282
30,30,60,Zn,-54174.47,8583.0524,0.0091,False,142.79999999999998,B+,,514983.14400000003
31,29,60,Ga,-39590.0,8327.0,3.0,False,0.0724,B+,,499620.0
32,28,60,Ge,-27530.0,8113.0,5.0,False,0.021,B+,,486780.0
33,27,60,As,-5640.0,7735.0,7.0,False,,p ?,,464100.0
20,41,61,Ca,19010.0,7503.0,13.0,False,0.001,B- ?,,457683.0
21,40,61,Sc,500.0,7794.0,10.0,False,0.007,B- ?,,475434.0
22,39,61,Ti,-16370.0,8058.0,5.0,False,0.015,B-,,491538.0
23,38,61,V,-30177.121,8271.0417,3.8511,False,0.04820000000000001,B-,,504533.5437
24,37,61,Cr,-42496.502,8460.1734,0.0305,False,0.243,B-,,516070.57739999995
25,36,61,Mn,-51742.13,8598.9157,0.0382,False,0.709,B-,,524533.8576999999
26,35,61,Fe,-58920.503,8703.7686,0.0428,False,358.8,B-,,530929.8846
27,34,61,Co,-62898.179,8756.151,0.0138,False,5936.4,B-,,534125.211
28,33,61,Ni,-64222.029,8765.0281,0.0058,True,1e+30,IS,1.1399,534666.7141
29,32,61,Cu,-61984.063,8715.5148,0.0156,False,12034.8,B+,,531646.4028
30,31,61,Zn,-56348.906,8610.3098,0.2606,False,89.1,B+,,525228.8978
31,30,61,Ga,-47134.662,8446.4313,0.6228,False,0.16590000000000002,B+,,515232.3093
32,29,61,Ge,-33790.0,8215.0,5.0,False,0.04070000000000001,B+,,501115.0
33,28,61,As,-17200.0,7930.0,5.0,False,,p ?,,483730.0
21,41,62,Sc,7310.0,7688.0,10.0,False,0.002,B- ?,,476656.0
22,40,62,Ti,-12200.0,7990.0,6.0,False,0.009000000000000001,B- ?,,495380.0
23,39,62,V,-25213.164,8187.7565,4.2627,False,0.033600000000000005,B-,,507640.90300000005
24,38,62,Cr,-40852.611,8427.3871,0.0556,False,0.20600000000000002,B-,,522498.0002
25,37,62,Mn,-48523.965,8538.5002,0.1055,False,0.092,B-,,529387.0124
26,36,62,Fe,-58878.057,8692.8831,0.0451,False,68.0,B-,,538958.7522
27,35,62,Co,-61424.399,8721.3347,0.2996,False,92.4,B-,,540722.7514
28,34,62,Ni,-66746.44,8794.5555,0.0069,True,1e+30,IS,3.6345,545262.441
29,33,62,Cu,-62787.543,8718.0839,0.0103,False,580.32,B+,,540521.2017999999
30,32,62,Zn,-61168.088,8679.3451,0.0099,False,33094.799999999996,B+,,538119.3962000001
31,31,62,Ga,-51987.022,8518.6449,0.0103,False,0.116122,B+,,528155.9837999999
32,30,62,Ge,-42140.0,8347.0,2.0,False,0.0825,B+,,517514.0
33,29,62,As,-24420.0,8049.0,5.0,False,,p ?,,499038.0
21,42,63,Sc,13070.0,7603.0,11.0,False,0.001,B- ?,,478989.0
22,41,63,Ti,-5860.0,7891.0,8.0,False,0.01,B- ?,,497133.0
23,40,63,V,-21740.141,8130.7809,5.3968,False,0.019600000000000003,B-,,512239.1967
24,39,63,Cr,-36178.299,8347.5398,1.1533,False,0.129,B-,,525895.0074
25,38,63,Mn,-46887.061,8505.102,0.0591,False,0.275,B-,,535821.4260000001
26,37,63,Fe,-55635.629,8631.5499,0.0683,False,6.1,B-,,543787.6437
27,36,63,Co,-61851.553,8717.7972,0.2948,False,26.9,B-,,549221.2236
28,35,63,Ni,-65512.891,8763.4955,0.0068,False,3193872000.0,B-,,552100.2165000001
29,34,63,Cu,-65579.868,8752.1404,0.0068,True,1e+30,IS,69.15,551384.8452
30,33,63,Zn,-62213.429,8686.2866,0.0248,False,2308.2,B+,,547236.0558
31,32,63,Ga,-56547.1,8583.9267,0.0207,False,32.4,B+,,540787.3821
32,31,63,Ge,-46921.221,8418.7167,0.5914,False,0.1536,B+,,530379.1521000001
33,30,63,As,-33500.0,8193.0,3.0,False,,p ?,,516159.0
34,29,63,Se,-16850.0,7917.0,8.0,False,0.0132,B+,,498771.0
22,42,64,Ti,-1480.0,7826.0,9.0,False,0.005,B- ?,,500864.0
23,41,64,V,-16320.0,8045.0,6.0,False,0.015,B-,,514880.0
24,40,64,Cr,-33639.978,8303.5626,4.6866,False,0.043000000000000003,B-,,531428.0064
25,39,64,Mn,-42989.04,8437.4175,0.0553,False,0.0888,B-,,539994.72
26,38,64,Fe,-54969.552,8612.3888,0.0784,False,2.0,B-,,551192.8832
27,37,64,Co,-59792.442,8675.5223,0.3126,False,0.3,B-,,555233.4272
28,36,64,Ni,-67099.034,8777.4637,0.0072,True,1e+30,IS,0.9256,561757.6768
29,35,64,Cu,-65424.418,8739.0736,0.0067,False,45721.44,B+,,559300.7104
30,34,64,Zn,-66004.018,8735.9057,0.0101,True,1e+30,IS,49.17,559097.9648
31,33,64,Ga,-58832.827,8611.6317,0.0223,False,157.61999999999998,B+,,551144.4288
32,32,64,Ge,-54315.503,8528.8243,0.0582,False,63.7,B+,,545844.7552
33,31,64,As,-39532.0,8286.0,3.0,False,0.069,B+,,530304.0
34,30,64,Se,-26860.0,8075.0,8.0,False,0.022600000000000002,B+ ?,,516800.0
22,43,65,Ti,5210.0,7726.0,11.0,False,0.001,B- ?,,502190.0
23,42,65,V,-12110.0,7981.0,8.0,False,0.014,B- ?,,518765.0
24,41,65,Cr,-28310.0,8218.0,3.0,False,0.0275,B-,,534170.0
25,40,65,Mn,-40967.344,8400.6822,0.0573,False,0.09190000000000001,B-,,546044.343
26,39,65,Fe,-51217.902,8546.347,0.0786,False,0.805,B-,,555512.5549999999
27,38,65,Co,-59185.205,8656.8848,0.032,False,1.16,B-,,562697.512
28,37,65,Ni,-65125.796,8736.2424,0.0074,False,9063.0,B-,,567855.7559999999
29,36,65,Cu,-67263.677,8757.0967,0.0099,True,1e+30,IS,30.85,569211.2855
30,35,65,Zn,-65912.024,8724.266,0.0099,False,21076416.0,B+,,567077.2899999999
31,34,65,Ga,-62657.486,8662.1601,0.0122,False,907.9799999999999,B+,,563040.4064999999
32,33,65,Ge,-56478.223,8555.0584,0.0333,False,30.9,B+,,556078.796
33,32,65,As,-46937.056,8396.2351,1.3041,False,0.13030000000000003,B+,,545755.2815
34,31,65,Se,-33020.0,8170.0,5.0,False,0.0342,B+,,531050.0
35,30,65,Br,-16490.0,7904.0,8.0,False,,p ?,,513760.0
23,43,66,V,-6300.0,7894.0,8.0,False,0.01,B- ?,,521004.0
24,42,66,Cr,-25140.0,8168.0,5.0,False,0.0238,B-,,539088.0
25,41,66,Mn,-36750.392,8331.7986,0.1694,False,0.0638,B-,,549898.7076
26,40,66,Fe,-50067.847,8521.7245,0.0621,False,0.467,B-,,562433.817
27,39,66,Co,-56408.541,8605.9419,0.2117,False,0.194,B-,,567992.1653999999
28,38,66,Ni,-66006.293,8739.5086,0.0212,False,196560.0,B-,,576807.5676
29,37,66,Cu,-66258.289,8731.473,0.0098,False,307.2,B-,,576277.218
30,36,66,Zn,-68899.229,8759.6335,0.0113,True,1e+30,IS,27.73,578135.811
31,35,66,Ga,-63723.729,8669.3631,0.0166,False,33494.4,B+,,572177.9646000001
32,34,66,Ge,-61607.041,8625.4383,0.0364,False,8135.999999999999,B+,,569278.9278
33,33,66,As,-52025.084,8468.4034,0.0861,False,0.09577,B+,,558914.6244
34,32,66,Se,-41660.0,8300.0,3.0,False,0.054,B+,,547800.0
35,31,66,Br,-23570.0,8014.0,6.0,False,,p ?,,528924.0
23,44,67,V,-1744.0,7829.0,9.0,False,0.008,B- ?,,524543.0
